Country,Year,Date,Holiday Name,Holiday Type,Weekday,Where It is Observed
el-salvador,2019,2019-04-21,Easter Day,"Observance, Christian",Sunday,
el-salvador,2019,2019-05-01,Labor Day / May Day,National holiday,Wednesday,
el-salvador,2019,2019-05-03,Cross Day,Observance,Friday,
el-salvador,2019,2019-05-07,Soldiers' Day,Observance,Tuesday,
el-salvador,2019,2019-05-10,Mothers' Day,National holiday,Friday,
el-salvador,2019,2019-06-17,Fathers' Day,National holiday,Monday,
el-salvador,2019,2019-06-21,June Solstice,Season,Friday,
el-salvador,2019,2019-06-22,Teachers' Day,Observance,Saturday,
el-salvador,2019,2019-08-04,Celebrations of San Salvador,National holiday,Sunday,
el-salvador,2019,2019-08-05,Celebrations of San Salvador,National holiday,Monday,
el-salvador,2019,2019-08-06,Celebrations of San Salvador,National holiday,Tuesday,
el-salvador,2019,2019-09-15,Independence Day,National holiday,Sunday,
el-salvador,2019,2019-09-23,September equinox,Season,Monday,
el-salvador,2019,2019-10-01,Children?s Day,Observance,Tuesday,
el-salvador,2019,2019-10-12,Columbus Day,Observance,Saturday,
el-salvador,2019,2019-11-02,All Saints Day,National holiday,Saturday,
el-salvador,2019,2019-12-22,December Solstice,Season,Sunday,
el-salvador,2019,2019-12-24,Christmas Eve,"Observance, Christian",Tuesday,
el-salvador,2019,2019-12-25,Christmas Day,"National holiday, Christian",Wednesday,
el-salvador,2019,2019-12-31,New Year's Eve,Observance,Tuesday,
el-salvador,2020,2020-01-01,New Year's Day,National holiday,Wednesday,
el-salvador,2020,2020-01-16,Signing of the Peace Accords,Observance,Thursday,
el-salvador,2020,2020-03-08,Women's Day,Observance,Sunday,
el-salvador,2020,2020-03-20,March equinox,Season,Friday,
el-salvador,2020,2020-03-26,"National Day of Life, Peace and Justice",National holiday,Thursday,
el-salvador,2020,2020-04-05,Palm Sunday,"Observance, Christian",Sunday,
el-salvador,2020,2020-04-09,Maundy Thursday,"National holiday, Christian",Thursday,
el-salvador,2020,2020-04-10,Good Friday,"National holiday, Christian",Friday,
el-salvador,2020,2020-04-11,Holy Saturday,"National holiday, Christian",Saturday,
el-salvador,2020,2020-04-12,Easter Day,"Observance, Christian",Sunday,
el-salvador,2020,2020-05-01,Labor Day / May Day,National holiday,Friday,
el-salvador,2020,2020-05-03,Cross Day,Observance,Sunday,
el-salvador,2020,2020-05-07,Soldiers' Day,Observance,Thursday,
el-salvador,2020,2020-05-10,Mothers' Day,National holiday,Sunday,
el-salvador,2020,2020-06-17,Fathers' Day,National holiday,Wednesday,
el-salvador,2020,2020-06-20,June Solstice,Season,Saturday,
el-salvador,2020,2020-06-22,Teachers' Day,Observance,Monday,
el-salvador,2020,2020-08-04,Celebrations of San Salvador,National holiday,Tuesday,
el-salvador,2020,2020-08-05,Celebrations of San Salvador,National holiday,Wednesday,
el-salvador,2020,2020-08-06,Celebrations of San Salvador,National holiday,Thursday,
el-salvador,2020,2020-09-15,Independence Day,National holiday,Tuesday,
el-salvador,2020,2020-09-22,September equinox,Season,Tuesday,
el-salvador,2020,2020-10-01,Children?s Day,Observance,Thursday,
el-salvador,2020,2020-10-12,Columbus Day,Observance,Monday,
el-salvador,2020,2020-11-02,All Saints Day,National holiday,Monday,
el-salvador,2020,2020-12-21,December Solstice,Season,Monday,
el-salvador,2020,2020-12-24,Christmas Eve,"Observance, Christian",Thursday,
el-salvador,2020,2020-12-25,Christmas Day,"National holiday, Christian",Friday,
el-salvador,2020,2020-12-31,New Year's Eve,Observance,Thursday,
guineaecuatorial,2017,2017-01-01,New Year's Day,National holiday,Sunday,
guineaecuatorial,2017,2017-01-02,New Year's Day observed,National holiday,Monday,
guineaecuatorial,2017,2017-03-20,March equinox,Season,Monday,
guineaecuatorial,2017,2017-04-13,Maundy Thursday,"Observance, Christian",Thursday,
guineaecuatorial,2017,2017-04-14,Good Friday,"National holiday, Christian",Friday,
guineaecuatorial,2017,2017-05-01,Labor Day / May Day,National holiday,Monday,
guineaecuatorial,2017,2017-06-05,President?s Day,National holiday,Monday,
guineaecuatorial,2017,2017-06-15,Corpus Christi,"National holiday, Christian",Thursday,
guineaecuatorial,2017,2017-06-21,June Solstice,Season,Wednesday,
guineaecuatorial,2017,2017-08-03,Freedom Day,National holiday,Thursday,
guineaecuatorial,2017,2017-08-15,Constitution Day,National holiday,Tuesday,
guineaecuatorial,2017,2017-09-22,September equinox,Season,Friday,
guineaecuatorial,2017,2017-10-12,Independence Day,National holiday,Thursday,
guineaecuatorial,2017,2017-12-08,Feast of the Immaculate Conception,National holiday,Friday,
guineaecuatorial,2017,2017-12-10,Human Rights Day,Observance,Sunday,
guineaecuatorial,2017,2017-12-21,December Solstice,Season,Thursday,
guineaecuatorial,2017,2017-12-24,Christmas Eve,"Observance, Christian",Sunday,
guineaecuatorial,2017,2017-12-25,Christmas Day,"National holiday, Christian",Monday,
guineaecuatorial,2017,2017-12-31,New Year's Eve,Observance,Sunday,
guineaecuatorial,2018,2018-01-01,New Year's Day,National holiday,Monday,
guineaecuatorial,2018,2018-03-20,March equinox,Season,Tuesday,
guineaecuatorial,2018,2018-03-29,Maundy Thursday,"Observance, Christian",Thursday,
guineaecuatorial,2018,2018-03-30,Good Friday,"National holiday, Christian",Friday,
guineaecuatorial,2018,2018-05-01,Labor Day / May Day,National holiday,Tuesday,
guineaecuatorial,2018,2018-05-31,Corpus Christi,"National holiday, Christian",Thursday,
guineaecuatorial,2018,2018-06-05,President?s Day,National holiday,Tuesday,
guineaecuatorial,2018,2018-06-21,June Solstice,Season,Thursday,
guineaecuatorial,2018,2018-08-03,Freedom Day,National holiday,Friday,
guineaecuatorial,2018,2018-08-15,Constitution Day,National holiday,Wednesday,
guineaecuatorial,2018,2018-09-23,September equinox,Season,Sunday,
guineaecuatorial,2018,2018-10-12,Independence Day,National holiday,Friday,
guineaecuatorial,2018,2018-12-08,Feast of the Immaculate Conception,National holiday,Saturday,
guineaecuatorial,2018,2018-12-10,Human Rights Day,Observance,Monday,
guineaecuatorial,2018,2018-12-21,December Solstice,Season,Friday,
guineaecuatorial,2018,2018-12-24,Christmas Eve,"Observance, Christian",Monday,
guineaecuatorial,2018,2018-12-25,Christmas Day,"National holiday, Christian",Tuesday,
guineaecuatorial,2018,2018-12-31,New Year's Eve,Observance,Monday,
guineaecuatorial,2019,2019-01-01,New Year's Day,National holiday,Tuesday,
guineaecuatorial,2019,2019-03-20,March equinox,Season,Wednesday,
guineaecuatorial,2019,2019-04-18,Maundy Thursday,"Observance, Christian",Thursday,
guineaecuatorial,2019,2019-04-19,Good Friday,"National holiday, Christian",Friday,
guineaecuatorial,2019,2019-05-01,Labor Day / May Day,National holiday,Wednesday,
guineaecuatorial,2019,2019-06-05,President?s Day,National holiday,Wednesday,
guineaecuatorial,2019,2019-06-20,Corpus Christi,"National holiday, Christian",Thursday,
guineaecuatorial,2019,2019-06-21,June Solstice,Season,Friday,
guineaecuatorial,2019,2019-08-03,Freedom Day,National holiday,Saturday,
guineaecuatorial,2019,2019-08-15,Constitution Day,National holiday,Thursday,
guineaecuatorial,2019,2019-09-23,September equinox,Season,Monday,
guineaecuatorial,2019,2019-10-12,Independence Day,National holiday,Saturday,
guineaecuatorial,2019,2019-12-08,Feast of the Immaculate Conception,National holiday,Sunday,
guineaecuatorial,2019,2019-12-09,Feast of the Immaculate Conception observed,National holiday,Monday,
guineaecuatorial,2019,2019-12-10,Human Rights Day,Observance,Tuesday,
guineaecuatorial,2019,2019-12-22,December Solstice,Season,Sunday,
guineaecuatorial,2019,2019-12-24,Christmas Eve,"Observance, Christian",Tuesday,
guineaecuatorial,2019,2019-12-25,Christmas Day,"National holiday, Christian",Wednesday,
guineaecuatorial,2019,2019-12-31,New Year's Eve,Observance,Tuesday,
guineaecuatorial,2020,2020-01-01,New Year's Day,National holiday,Wednesday,
guineaecuatorial,2020,2020-03-20,March equinox,Season,Friday,
guineaecuatorial,2020,2020-04-09,Maundy Thursday,"Observance, Christian",Thursday,
guineaecuatorial,2020,2020-04-10,Good Friday,"National holiday, Christian",Friday,
guineaecuatorial,2020,2020-05-01,Labor Day / May Day,National holiday,Friday,
guineaecuatorial,2020,2020-06-05,President?s Day,National holiday,Friday,
guineaecuatorial,2020,2020-06-11,Corpus Christi,"National holiday, Christian",Thursday,
guineaecuatorial,2020,2020-06-20,June Solstice,Season,Saturday,
guineaecuatorial,2020,2020-08-03,Freedom Day,National holiday,Monday,
guineaecuatorial,2020,2020-08-15,Constitution Day,National holiday,Saturday,
guineaecuatorial,2020,2020-09-22,September equinox,Season,Tuesday,
guineaecuatorial,2020,2020-10-12,Independence Day,National holiday,Monday,
guineaecuatorial,2020,2020-12-08,Feast of the Immaculate Conception,National holiday,Tuesday,
guineaecuatorial,2020,2020-12-10,Human Rights Day,Observance,Thursday,
guineaecuatorial,2020,2020-12-21,December Solstice,Season,Monday,
guineaecuatorial,2020,2020-12-24,Christmas Eve,"Observance, Christian",Thursday,
guineaecuatorial,2020,2020-12-25,Christmas Day,"National holiday, Christian",Friday,
guineaecuatorial,2020,2020-12-31,New Year's Eve,Observance,Thursday,
eritrea,2017,2017-01-01,New Year,Public Holiday,Sunday,
eritrea,2017,2017-01-07,Orthodox Christmas Day,Public Holiday,Saturday,
eritrea,2017,2017-03-08,Women's Day,Public Holiday,Wednesday,
eritrea,2017,2017-03-20,March equinox,Season,Monday,
eritrea,2017,2017-04-14,Good Friday,Public Holiday,Friday,
eritrea,2017,2017-04-16,Easter Day,Public Holiday,Sunday,
eritrea,2017,2017-05-01,International Workers' Day,Public Holiday,Monday,
eritrea,2017,2017-05-24,Independence Day,Public Holiday,Wednesday,
eritrea,2017,2017-06-20,Martyrs' Day,Public Holiday,Tuesday,
eritrea,2017,2017-06-21,June Solstice,Season,Wednesday,
eritrea,2017,2017-06-26,Eid al-Fitr,Public Holiday,Monday,
eritrea,2017,2017-09-01,Commencement Day of Eritrean Armed Struggle,Public Holiday,Friday,
eritrea,2017,2017-09-02,Eid al-Adha,Public Holiday,Saturday,
eritrea,2017,2017-09-11,St. John the Baptist Day,Public Holiday,Monday,
eritrea,2017,2017-09-11,Geez New Year,Public Holiday,Monday,
eritrea,2017,2017-09-22,September equinox,Season,Friday,
eritrea,2017,2017-09-27,Meskel,Public Holiday,Wednesday,
eritrea,2017,2017-12-01,The Prophet's Birthday,Public Holiday,Friday,
eritrea,2017,2017-12-21,December Solstice,Season,Thursday,
eritrea,2017,2017-12-25,Christmas Day,Public Holiday,Monday,
eritrea,2018,2018-01-01,New Year,Public Holiday,Monday,
eritrea,2018,2018-01-07,Orthodox Christmas Day,Public Holiday,Sunday,
eritrea,2018,2018-03-08,Women's Day,Public Holiday,Thursday,
eritrea,2018,2018-03-20,March equinox,Season,Tuesday,
eritrea,2018,2018-03-30,Good Friday,Public Holiday,Friday,
eritrea,2018,2018-04-01,Easter Day,Public Holiday,Sunday,
eritrea,2018,2018-05-01,International Workers' Day,Public Holiday,Tuesday,
eritrea,2018,2018-05-24,Independence Day,Public Holiday,Thursday,
eritrea,2018,2018-06-15,Eid al-Fitr,Public Holiday,Friday,
eritrea,2018,2018-06-20,Martyrs' Day,Public Holiday,Wednesday,
eritrea,2018,2018-06-21,June Solstice,Season,Thursday,
eritrea,2018,2018-08-22,Eid al-Adha,Public Holiday,Wednesday,
eritrea,2018,2018-09-01,Commencement Day of Eritrean Armed Struggle,Public Holiday,Saturday,
eritrea,2018,2018-09-11,St. John the Baptist Day,Public Holiday,Tuesday,
eritrea,2018,2018-09-11,Geez New Year,Public Holiday,Tuesday,
eritrea,2018,2018-09-23,September equinox,Season,Sunday,
eritrea,2018,2018-09-27,Meskel,Public Holiday,Thursday,
eritrea,2018,2018-11-21,The Prophet's Birthday,Public Holiday,Wednesday,
eritrea,2018,2018-12-21,December Solstice,Season,Friday,
eritrea,2018,2018-12-25,Christmas Day,Public Holiday,Tuesday,
eritrea,2019,2019-01-01,New Year,Public Holiday,Tuesday,
eritrea,2019,2019-01-07,Orthodox Christmas Day,Public Holiday,Monday,
eritrea,2019,2019-03-08,Women's Day,Public Holiday,Friday,
eritrea,2019,2019-03-20,March equinox,Season,Wednesday,
eritrea,2019,2019-04-19,Good Friday,Public Holiday,Friday,
eritrea,2019,2019-04-21,Easter Day,Public Holiday,Sunday,
eritrea,2019,2019-05-01,International Workers' Day,Public Holiday,Wednesday,
eritrea,2019,2019-05-24,Independence Day,Public Holiday,Friday,
eritrea,2019,2019-06-05,Eid al-Fitr,Public Holiday,Wednesday,
eritrea,2019,2019-06-20,Martyrs' Day,Public Holiday,Thursday,
eritrea,2019,2019-06-21,June Solstice,Season,Friday,
eritrea,2019,2019-08-12,Eid al-Adha,Public Holiday,Monday,
eritrea,2019,2019-09-01,Commencement Day of Eritrean Armed Struggle,Public Holiday,Sunday,
eritrea,2019,2019-09-12,St. John the Baptist Day,Public Holiday,Thursday,
eritrea,2019,2019-09-12,Geez New Year,Public Holiday,Thursday,
eritrea,2019,2019-09-23,September equinox,Season,Monday,
eritrea,2019,2019-09-27,Meskel,Public Holiday,Friday,
eritrea,2019,2019-11-10,The Prophet's Birthday,Public Holiday,Sunday,
eritrea,2019,2019-12-22,December Solstice,Season,Sunday,
eritrea,2019,2019-12-25,Christmas Day,Public Holiday,Wednesday,
eritrea,2020,2020-01-01,New Year,Public Holiday,Wednesday,
eritrea,2020,2020-01-07,Orthodox Christmas Day,Public Holiday,Tuesday,
eritrea,2020,2020-03-08,Women's Day,Public Holiday,Sunday,
eritrea,2020,2020-03-20,March equinox,Season,Friday,
eritrea,2020,2020-04-10,Good Friday,Public Holiday,Friday,
eritrea,2020,2020-04-12,Easter Day,Public Holiday,Sunday,
eritrea,2020,2020-05-01,International Workers' Day,Public Holiday,Friday,
eritrea,2020,2020-05-24,Eid al-Fitr,Public Holiday,Sunday,
eritrea,2020,2020-05-24,Independence Day,Public Holiday,Sunday,
eritrea,2020,2020-06-20,June Solstice,Season,Saturday,
eritrea,2020,2020-06-20,Martyrs' Day,Public Holiday,Saturday,
eritrea,2020,2020-07-31,Eid al-Adha,Public Holiday,Friday,
eritrea,2020,2020-09-01,Commencement Day of Eritrean Armed Struggle,Public Holiday,Tuesday,
eritrea,2020,2020-09-11,St. John the Baptist Day,Public Holiday,Friday,
eritrea,2020,2020-09-11,Geez New Year,Public Holiday,Friday,
eritrea,2020,2020-09-22,September equinox,Season,Tuesday,
eritrea,2020,2020-09-27,Meskel,Public Holiday,Sunday,
eritrea,2020,2020-10-29,The Prophet's Birthday,Public Holiday,Thursday,
eritrea,2020,2020-12-21,December Solstice,Season,Monday,
eritrea,2020,2020-12-25,Christmas Day,Public Holiday,Friday,
estonia,2017,2017-01-01,New Year's Day,National holiday,Sunday,
estonia,2017,2017-02-24,Independence Day,National holiday,Friday,
estonia,2017,2017-03-20,March equinox,Season,Monday,
estonia,2017,2017-04-14,Good Friday,National holiday,Friday,
estonia,2017,2017-04-16,Easter Sunday,National holiday,Sunday,
estonia,2017,2017-05-01,Labor Day,National holiday,Monday,
estonia,2017,2017-06-04,Whitsunday,National holiday,Sunday,
estonia,2017,2017-06-21,June Solstice,Season,Wednesday,
estonia,2017,2017-06-23,Victory Day,National holiday,Friday,
estonia,2017,2017-06-24,Midsummer Day,National holiday,Saturday,
estonia,2017,2017-08-20,Independence Restoration Day,National holiday,Sunday,
estonia,2017,2017-09-22,September equinox,Season,Friday,
estonia,2017,2017-12-21,December Solstice,Season,Thursday,
estonia,2017,2017-12-24,Christmas Eve,National holiday,Sunday,
estonia,2017,2017-12-25,Christmas Day,National holiday,Monday,
estonia,2017,2017-12-26,Boxing Day,National holiday,Tuesday,
estonia,2018,2018-01-01,New Year's Day,National holiday,Monday,
estonia,2018,2018-02-24,Independence Day,National holiday,Saturday,
estonia,2018,2018-03-20,March equinox,Season,Tuesday,
estonia,2018,2018-03-30,Good Friday,National holiday,Friday,
estonia,2018,2018-04-01,Easter Sunday,National holiday,Sunday,
estonia,2018,2018-05-01,Labor Day,National holiday,Tuesday,
estonia,2018,2018-05-20,Whitsunday,National holiday,Sunday,
estonia,2018,2018-06-21,June Solstice,Season,Thursday,
estonia,2018,2018-06-23,Victory Day,National holiday,Saturday,
estonia,2018,2018-06-24,Midsummer Day,National holiday,Sunday,
estonia,2018,2018-08-20,Independence Restoration Day,National holiday,Monday,
estonia,2018,2018-09-23,September equinox,Season,Sunday,
estonia,2018,2018-12-21,December Solstice,Season,Friday,
estonia,2018,2018-12-24,Christmas Eve,National holiday,Monday,
estonia,2018,2018-12-25,Christmas Day,National holiday,Tuesday,
estonia,2018,2018-12-26,Boxing Day,National holiday,Wednesday,
estonia,2019,2019-01-01,New Year's Day,National holiday,Tuesday,
estonia,2019,2019-02-24,Independence Day,National holiday,Sunday,
estonia,2019,2019-03-20,March equinox,Season,Wednesday,
estonia,2019,2019-04-19,Good Friday,National holiday,Friday,
estonia,2019,2019-04-21,Easter Sunday,National holiday,Sunday,
estonia,2019,2019-05-01,Labor Day,National holiday,Wednesday,
estonia,2019,2019-06-09,Whitsunday,National holiday,Sunday,
estonia,2019,2019-06-21,June Solstice,Season,Friday,
estonia,2019,2019-06-23,Victory Day,National holiday,Sunday,
estonia,2019,2019-06-24,Midsummer Day,National holiday,Monday,
estonia,2019,2019-08-20,Independence Restoration Day,National holiday,Tuesday,
estonia,2019,2019-09-23,September equinox,Season,Monday,
estonia,2019,2019-12-22,December Solstice,Season,Sunday,
estonia,2019,2019-12-24,Christmas Eve,National holiday,Tuesday,
estonia,2019,2019-12-25,Christmas Day,National holiday,Wednesday,
estonia,2019,2019-12-26,Boxing Day,National holiday,Thursday,
estonia,2020,2020-01-01,New Year's Day,National holiday,Wednesday,
estonia,2020,2020-02-24,Independence Day,National holiday,Monday,
estonia,2020,2020-03-20,March equinox,Season,Friday,
estonia,2020,2020-04-10,Good Friday,National holiday,Friday,
estonia,2020,2020-04-12,Easter Sunday,National holiday,Sunday,
estonia,2020,2020-05-01,Labor Day,National holiday,Friday,
estonia,2020,2020-05-31,Whitsunday,National holiday,Sunday,
estonia,2020,2020-06-20,June Solstice,Season,Saturday,
estonia,2020,2020-06-23,Victory Day,National holiday,Tuesday,
estonia,2020,2020-06-24,Midsummer Day,National holiday,Wednesday,
estonia,2020,2020-08-20,Independence Restoration Day,National holiday,Thursday,
estonia,2020,2020-09-22,September equinox,Season,Tuesday,
estonia,2020,2020-12-21,December Solstice,Season,Monday,
estonia,2020,2020-12-24,Christmas Eve,National holiday,Thursday,
estonia,2020,2020-12-25,Christmas Day,National holiday,Friday,
estonia,2020,2020-12-26,Boxing Day,National holiday,Saturday,
ethiopia,2017,2017-01-07,Ethiopian Christmas Day,Public Holiday,Saturday,
ethiopia,2017,2017-01-19,Epiphany,Public Holiday,Thursday,
ethiopia,2017,2017-03-02,Adwa Victory Day,Public Holiday,Thursday,
ethiopia,2017,2017-03-20,March equinox,Season,Monday,
ethiopia,2017,2017-04-14,Ethiopian Good Friday,Public Holiday,Friday,
ethiopia,2017,2017-04-16,Ethiopian Easter Sunday,Public Holiday,Sunday,
ethiopia,2017,2017-05-01,International Labor Day,Public Holiday,Monday,
ethiopia,2017,2017-05-05,Freedom Day,Public Holiday,Friday,
ethiopia,2017,2017-05-28,Derg Downfall Day,Public Holiday,Sunday,
ethiopia,2017,2017-06-21,June Solstice,Season,Wednesday,
ethiopia,2017,2017-06-26,Eid-al-Fitr,Public Holiday,Monday,
ethiopia,2017,2017-09-02,Eid al-Adha,Public Holiday,Saturday,
ethiopia,2017,2017-09-11,Ethiopian New Year,Public Holiday,Monday,
ethiopia,2017,2017-09-22,September equinox,Season,Friday,
ethiopia,2017,2017-09-27,Meskel,Public Holiday,Wednesday,
ethiopia,2017,2017-12-01,The Prophet's Birthday,Public Holiday,Friday,
ethiopia,2017,2017-12-21,December Solstice,Season,Thursday,
ethiopia,2018,2018-01-07,Ethiopian Christmas Day,Public Holiday,Sunday,
ethiopia,2018,2018-01-19,Epiphany,Public Holiday,Friday,
ethiopia,2018,2018-03-02,Adwa Victory Day,Public Holiday,Friday,
ethiopia,2018,2018-03-20,March equinox,Season,Tuesday,
ethiopia,2018,2018-04-06,Ethiopian Good Friday,Public Holiday,Friday,
ethiopia,2018,2018-04-08,Ethiopian Easter Sunday,Public Holiday,Sunday,
ethiopia,2018,2018-05-01,International Labor Day,Public Holiday,Tuesday,
ethiopia,2018,2018-05-05,Freedom Day,Public Holiday,Saturday,
ethiopia,2018,2018-05-28,Derg Downfall Day,Public Holiday,Monday,
ethiopia,2018,2018-06-15,Eid-al-Fitr,Public Holiday,Friday,
ethiopia,2018,2018-06-21,June Solstice,Season,Thursday,
ethiopia,2018,2018-08-22,Eid al-Adha,Public Holiday,Wednesday,
ethiopia,2018,2018-09-11,Ethiopian New Year,Public Holiday,Tuesday,
ethiopia,2018,2018-09-23,September equinox,Season,Sunday,
ethiopia,2018,2018-09-27,Meskel,Public Holiday,Thursday,
ethiopia,2018,2018-11-21,The Prophet's Birthday,Public Holiday,Wednesday,
ethiopia,2018,2018-12-21,December Solstice,Season,Friday,
ethiopia,2019,2019-01-07,Ethiopian Christmas Day,Public Holiday,Monday,
ethiopia,2019,2019-01-20,Epiphany,Public Holiday,Sunday,
ethiopia,2019,2019-03-02,Adwa Victory Day,Public Holiday,Saturday,
ethiopia,2019,2019-03-20,March equinox,Season,Wednesday,
ethiopia,2019,2019-04-26,Ethiopian Good Friday,Public Holiday,Friday,
ethiopia,2019,2019-04-28,Ethiopian Easter Sunday,Public Holiday,Sunday,
ethiopia,2019,2019-05-01,International Labor Day,Public Holiday,Wednesday,
ethiopia,2019,2019-05-05,Freedom Day,Public Holiday,Sunday,
ethiopia,2019,2019-05-28,Derg Downfall Day,Public Holiday,Tuesday,
ethiopia,2019,2019-06-05,Eid-al-Fitr,Public Holiday,Wednesday,
ethiopia,2019,2019-06-21,June Solstice,Season,Friday,
ethiopia,2019,2019-08-12,Eid al-Adha,Public Holiday,Monday,
ethiopia,2019,2019-09-12,Ethiopian New Year,Public Holiday,Thursday,
ethiopia,2019,2019-09-23,September equinox,Season,Monday,
ethiopia,2019,2019-09-27,Meskel,Public Holiday,Friday,
ethiopia,2019,2019-11-10,The Prophet's Birthday,Public Holiday,Sunday,
ethiopia,2019,2019-12-22,December Solstice,Season,Sunday,
ethiopia,2020,2020-01-07,Ethiopian Christmas Day,Public Holiday,Tuesday,
ethiopia,2020,2020-03-02,Adwa Victory Day,Public Holiday,Monday,
ethiopia,2020,2020-03-20,March equinox,Season,Friday,
ethiopia,2020,2020-04-17,Ethiopian Good Friday,Public Holiday,Friday,
ethiopia,2020,2020-04-19,Ethiopian Easter Sunday,Public Holiday,Sunday,
ethiopia,2020,2020-05-01,International Labor Day,Public Holiday,Friday,
ethiopia,2020,2020-05-05,Freedom Day,Public Holiday,Tuesday,
ethiopia,2020,2020-05-24,Eid-al-Fitr,Public Holiday,Sunday,
ethiopia,2020,2020-05-28,Derg Downfall Day,Public Holiday,Thursday,
ethiopia,2020,2020-06-20,June Solstice,Season,Saturday,
ethiopia,2020,2020-07-31,Eid al-Adha,Public Holiday,Friday,
ethiopia,2020,2020-09-11,Ethiopian New Year,Public Holiday,Friday,
ethiopia,2020,2020-09-22,September equinox,Season,Tuesday,
ethiopia,2020,2020-09-28,Meskel,Public Holiday,Monday,
ethiopia,2020,2020-10-29,The Prophet's Birthday,Public Holiday,Thursday,
ethiopia,2020,2020-12-21,December Solstice,Season,Monday,
falkland-islands,2017,2017-01-01,New Year's Day,Public Holiday,Sunday,
falkland-islands,2017,2017-01-10,Margaret Thatcher Day,Observance,Tuesday,
falkland-islands,2017,2017-03-20,March equinox,Season,Monday,
falkland-islands,2017,2017-04-14,Good Friday,Public Holiday,Friday,
falkland-islands,2017,2017-04-21,Queen's Birthday,Public Holiday,Friday,
falkland-islands,2017,2017-06-14,Liberation Day,Public Holiday,Wednesday,
falkland-islands,2017,2017-06-21,June Solstice,Season,Wednesday,
falkland-islands,2017,2017-08-14,Falkland Day,Observance,Monday,
falkland-islands,2017,2017-09-22,September equinox,Season,Friday,
falkland-islands,2017,2017-10-02,Peat Cutting Monday,Public Holiday,Monday,
falkland-islands,2017,2017-12-08,Battle Day,Public Holiday,Friday,
falkland-islands,2017,2017-12-21,December Solstice,Season,Thursday,
falkland-islands,2017,2017-12-25,Christmas Day,Public Holiday,Monday,
falkland-islands,2017,2017-12-26,Boxing Day,Public Holiday,Tuesday,
falkland-islands,2018,2018-01-01,New Year's Day,Public Holiday,Monday,
falkland-islands,2018,2018-01-10,Margaret Thatcher Day,Observance,Wednesday,
falkland-islands,2018,2018-03-20,March equinox,Season,Tuesday,
falkland-islands,2018,2018-03-30,Good Friday,Public Holiday,Friday,
falkland-islands,2018,2018-04-21,Queen's Birthday,Public Holiday,Saturday,
falkland-islands,2018,2018-06-14,Liberation Day,Public Holiday,Thursday,
falkland-islands,2018,2018-06-21,June Solstice,Season,Thursday,
falkland-islands,2018,2018-08-14,Falkland Day,Observance,Tuesday,
falkland-islands,2018,2018-09-23,September equinox,Season,Sunday,
falkland-islands,2018,2018-10-01,Peat Cutting Monday,Public Holiday,Monday,
falkland-islands,2018,2018-12-08,Battle Day,Public Holiday,Saturday,
falkland-islands,2018,2018-12-21,December Solstice,Season,Friday,
falkland-islands,2018,2018-12-25,Christmas Day,Public Holiday,Tuesday,
falkland-islands,2018,2018-12-26,Boxing Day,Public Holiday,Wednesday,
falkland-islands,2019,2019-01-01,New Year's Day,Public Holiday,Tuesday,
falkland-islands,2019,2019-01-10,Margaret Thatcher Day,Observance,Thursday,
falkland-islands,2019,2019-03-20,March equinox,Season,Wednesday,
falkland-islands,2019,2019-04-19,Good Friday,Public Holiday,Friday,
falkland-islands,2019,2019-04-21,Queen's Birthday,Public Holiday,Sunday,
falkland-islands,2019,2019-04-22,Queen's Birthday observed,Public Holiday,Monday,
falkland-islands,2019,2019-06-14,Liberation Day,Public Holiday,Friday,
falkland-islands,2019,2019-06-21,June Solstice,Season,Friday,
falkland-islands,2019,2019-08-14,Falkland Day,Observance,Wednesday,
falkland-islands,2019,2019-09-23,September equinox,Season,Monday,
falkland-islands,2019,2019-10-07,Peat Cutting Monday,Public Holiday,Monday,
falkland-islands,2019,2019-12-08,Battle Day,Public Holiday,Sunday,
falkland-islands,2019,2019-12-09,Battle Day observed,Public Holiday,Monday,
falkland-islands,2019,2019-12-22,December Solstice,Season,Sunday,
falkland-islands,2019,2019-12-25,Christmas Day,Public Holiday,Wednesday,
falkland-islands,2019,2019-12-26,Boxing Day,Public Holiday,Thursday,
falkland-islands,2020,2020-01-01,New Year's Day,Public Holiday,Wednesday,
falkland-islands,2020,2020-01-10,Margaret Thatcher Day,Observance,Friday,
falkland-islands,2020,2020-03-20,March equinox,Season,Friday,
falkland-islands,2020,2020-04-10,Good Friday,Public Holiday,Friday,
falkland-islands,2020,2020-04-21,Queen's Birthday,Public Holiday,Tuesday,
falkland-islands,2020,2020-06-14,Liberation Day,Public Holiday,Sunday,
falkland-islands,2020,2020-06-15,Liberation Day observed,Public Holiday,Monday,
falkland-islands,2020,2020-06-20,June Solstice,Season,Saturday,
falkland-islands,2020,2020-08-14,Falkland Day,Observance,Friday,
falkland-islands,2020,2020-09-22,September equinox,Season,Tuesday,
falkland-islands,2020,2020-10-05,Peat Cutting Monday,Public Holiday,Monday,
falkland-islands,2020,2020-12-08,Battle Day,Public Holiday,Tuesday,
falkland-islands,2020,2020-12-21,December Solstice,Season,Monday,
falkland-islands,2020,2020-12-25,Christmas Day,Public Holiday,Friday,
falkland-islands,2020,2020-12-26,Boxing Day,Public Holiday,Saturday,
faroe-islands,2017,2017-01-01,New Year,Public Holiday,Sunday,
faroe-islands,2017,2017-03-20,March equinox,Season,Monday,
