Country,Year,Date,Holiday Name,Holiday Type,Weekday,Where It is Observed
faroe-islands,2017,2017-03-26,Daylight Saving Time starts,Clock change/Daylight Saving Time,Sunday,
faroe-islands,2017,2017-04-13,Maundy Thursday,Public Holiday,Thursday,
faroe-islands,2017,2017-04-14,Good Friday,Public Holiday,Friday,
faroe-islands,2017,2017-04-16,Easter Day,Public Holiday,Sunday,
faroe-islands,2017,2017-04-17,Easter Monday,Public Holiday,Monday,
faroe-islands,2017,2017-04-25,National Flag Day,Public Holiday,Tuesday,
faroe-islands,2017,2017-05-01,Prayer Day,Public Holiday,Monday,
faroe-islands,2017,2017-05-25,Ascension Day,Public Holiday,Thursday,
faroe-islands,2017,2017-06-04,Whit Sunday,Public Holiday,Sunday,
faroe-islands,2017,2017-06-05,Whit Monday,Public Holiday,Monday,
faroe-islands,2017,2017-06-05,Constitution Day,Half-day,Monday,
faroe-islands,2017,2017-06-21,June Solstice,Season,Wednesday,
faroe-islands,2017,2017-07-28,St. Olav's Eve,Half-day,Friday,
faroe-islands,2017,2017-07-29,St. Olav's Day (National Day),Public Holiday,Saturday,
faroe-islands,2017,2017-09-22,September equinox,Season,Friday,
faroe-islands,2017,2017-10-29,Daylight Saving Time ends,Clock change/Daylight Saving Time,Sunday,
faroe-islands,2017,2017-12-21,December Solstice,Season,Thursday,
faroe-islands,2017,2017-12-24,Christmas Eve,Public Holiday,Sunday,
faroe-islands,2017,2017-12-25,Christmas Day,Public Holiday,Monday,
faroe-islands,2017,2017-12-26,Boxing Day,Public Holiday,Tuesday,
faroe-islands,2017,2017-12-31,New Year's Eve,Public Holiday,Sunday,
faroe-islands,2018,2018-01-01,New Year,Public Holiday,Monday,
faroe-islands,2018,2018-03-20,March equinox,Season,Tuesday,
faroe-islands,2018,2018-03-25,Daylight Saving Time starts,Clock change/Daylight Saving Time,Sunday,
faroe-islands,2018,2018-03-29,Maundy Thursday,Public Holiday,Thursday,
faroe-islands,2018,2018-03-30,Good Friday,Public Holiday,Friday,
faroe-islands,2018,2018-04-01,Easter Day,Public Holiday,Sunday,
faroe-islands,2018,2018-04-02,Easter Monday,Public Holiday,Monday,
faroe-islands,2018,2018-04-25,National Flag Day,Public Holiday,Wednesday,
faroe-islands,2018,2018-05-01,Prayer Day,Public Holiday,Tuesday,
faroe-islands,2018,2018-05-10,Ascension Day,Public Holiday,Thursday,
faroe-islands,2018,2018-05-20,Whit Sunday,Public Holiday,Sunday,
faroe-islands,2018,2018-05-21,Whit Monday,Public Holiday,Monday,
faroe-islands,2018,2018-06-05,Constitution Day,Half-day,Tuesday,
faroe-islands,2018,2018-06-21,June Solstice,Season,Thursday,
faroe-islands,2018,2018-07-28,St. Olav's Eve,Half-day,Saturday,
faroe-islands,2018,2018-07-29,St. Olav's Day (National Day),Public Holiday,Sunday,
faroe-islands,2018,2018-09-23,September equinox,Season,Sunday,
faroe-islands,2018,2018-10-28,Daylight Saving Time ends,Clock change/Daylight Saving Time,Sunday,
faroe-islands,2018,2018-12-21,December Solstice,Season,Friday,
faroe-islands,2018,2018-12-24,Christmas Eve,Public Holiday,Monday,
faroe-islands,2018,2018-12-25,Christmas Day,Public Holiday,Tuesday,
faroe-islands,2018,2018-12-26,Boxing Day,Public Holiday,Wednesday,
faroe-islands,2018,2018-12-31,New Year's Eve,Public Holiday,Monday,
faroe-islands,2019,2019-01-01,New Year,Public Holiday,Tuesday,
faroe-islands,2019,2019-03-20,March equinox,Season,Wednesday,
faroe-islands,2019,2019-03-31,Daylight Saving Time starts,Clock change/Daylight Saving Time,Sunday,
faroe-islands,2019,2019-04-18,Maundy Thursday,Public Holiday,Thursday,
faroe-islands,2019,2019-04-19,Good Friday,Public Holiday,Friday,
faroe-islands,2019,2019-04-21,Easter Day,Public Holiday,Sunday,
faroe-islands,2019,2019-04-22,Easter Monday,Public Holiday,Monday,
faroe-islands,2019,2019-04-25,National Flag Day,Public Holiday,Thursday,
faroe-islands,2019,2019-05-01,Prayer Day,Public Holiday,Wednesday,
faroe-islands,2019,2019-05-30,Ascension Day,Public Holiday,Thursday,
faroe-islands,2019,2019-06-05,Constitution Day,Half-day,Wednesday,
faroe-islands,2019,2019-06-09,Whit Sunday,Public Holiday,Sunday,
faroe-islands,2019,2019-06-10,Whit Monday,Public Holiday,Monday,
faroe-islands,2019,2019-06-21,June Solstice,Season,Friday,
faroe-islands,2019,2019-07-28,St. Olav's Eve,Half-day,Sunday,
faroe-islands,2019,2019-07-29,St. Olav's Day (National Day),Public Holiday,Monday,
faroe-islands,2019,2019-09-23,September equinox,Season,Monday,
faroe-islands,2019,2019-10-27,Daylight Saving Time ends,Clock change/Daylight Saving Time,Sunday,
faroe-islands,2019,2019-12-22,December Solstice,Season,Sunday,
faroe-islands,2019,2019-12-24,Christmas Eve,Public Holiday,Tuesday,
faroe-islands,2019,2019-12-25,Christmas Day,Public Holiday,Wednesday,
faroe-islands,2019,2019-12-26,Boxing Day,Public Holiday,Thursday,
faroe-islands,2019,2019-12-31,New Year's Eve,Public Holiday,Tuesday,
faroe-islands,2020,2020-01-01,New Year,Public Holiday,Wednesday,
faroe-islands,2020,2020-03-20,March equinox,Season,Friday,
faroe-islands,2020,2020-03-29,Daylight Saving Time starts,Clock change/Daylight Saving Time,Sunday,
faroe-islands,2020,2020-04-09,Maundy Thursday,Public Holiday,Thursday,
faroe-islands,2020,2020-04-10,Good Friday,Public Holiday,Friday,
faroe-islands,2020,2020-04-12,Easter Day,Public Holiday,Sunday,
faroe-islands,2020,2020-04-13,Easter Monday,Public Holiday,Monday,
faroe-islands,2020,2020-04-25,National Flag Day,Public Holiday,Saturday,
faroe-islands,2020,2020-05-01,Prayer Day,Public Holiday,Friday,
faroe-islands,2020,2020-05-21,Ascension Day,Public Holiday,Thursday,
faroe-islands,2020,2020-05-31,Whit Sunday,Public Holiday,Sunday,
faroe-islands,2020,2020-06-01,Whit Monday,Public Holiday,Monday,
faroe-islands,2020,2020-06-05,Constitution Day,Half-day,Friday,
faroe-islands,2020,2020-06-20,June Solstice,Season,Saturday,
faroe-islands,2020,2020-07-28,St. Olav's Eve,Half-day,Tuesday,
faroe-islands,2020,2020-07-29,St. Olav's Day (National Day),Public Holiday,Wednesday,
faroe-islands,2020,2020-09-22,September equinox,Season,Tuesday,
faroe-islands,2020,2020-10-25,Daylight Saving Time ends,Clock change/Daylight Saving Time,Sunday,
faroe-islands,2020,2020-12-21,December Solstice,Season,Monday,
faroe-islands,2020,2020-12-24,Christmas Eve,Public Holiday,Thursday,
faroe-islands,2020,2020-12-25,Christmas Day,Public Holiday,Friday,
faroe-islands,2020,2020-12-26,Boxing Day,Public Holiday,Saturday,
faroe-islands,2020,2020-12-31,New Year's Eve,Public Holiday,Thursday,
fiji,2017,2017-01-01,New Year,Public Holiday,Sunday,
fiji,2017,2017-01-14,Daylight Saving Time ends,Clock change/Daylight Saving Time,Saturday,
fiji,2017,2017-03-20,March equinox,Season,Monday,
fiji,2017,2017-04-14,Good Friday,Public Holiday,Friday,
fiji,2017,2017-04-15,Holy Saturday,Public Holiday,Saturday,
fiji,2017,2017-04-17,Easter Monday,Public Holiday,Monday,
fiji,2017,2017-06-21,June Solstice,Season,Wednesday,
fiji,2017,2017-06-26,National Sports Day,Public Holiday,Monday,
fiji,2017,2017-09-07,Constitution Day,Public Holiday,Thursday,
fiji,2017,2017-09-22,September equinox,Season,Friday,
fiji,2017,2017-10-10,Fiji Day,Public Holiday,Tuesday,
fiji,2017,2017-11-04,Daylight Saving Time starts,Clock change/Daylight Saving Time,Saturday,
fiji,2017,2017-12-01,The Prophet's Birthday,Public Holiday,Friday,
fiji,2017,2017-12-21,December Solstice,Season,Thursday,
fiji,2017,2017-12-25,Christmas Day,Public Holiday,Monday,
fiji,2017,2017-12-26,Boxing Day,Public Holiday,Tuesday,
fiji,2018,2018-01-01,New Year,Public Holiday,Monday,
fiji,2018,2018-01-13,Daylight Saving Time ends,Clock change/Daylight Saving Time,Saturday,
fiji,2018,2018-03-20,March equinox,Season,Tuesday,
fiji,2018,2018-03-30,Good Friday,Public Holiday,Friday,
fiji,2018,2018-03-31,Holy Saturday,Public Holiday,Saturday,
fiji,2018,2018-04-02,Easter Monday,Public Holiday,Monday,
fiji,2018,2018-06-21,June Solstice,Season,Thursday,
fiji,2018,2018-06-26,National Sports Day,Public Holiday,Tuesday,
fiji,2018,2018-09-07,Constitution Day,Public Holiday,Friday,
fiji,2018,2018-09-23,September equinox,Season,Sunday,
fiji,2018,2018-10-10,Fiji Day,Public Holiday,Wednesday,
fiji,2018,2018-11-03,Daylight Saving Time starts,Clock change/Daylight Saving Time,Saturday,
fiji,2018,2018-11-21,The Prophet's Birthday,Public Holiday,Wednesday,
fiji,2018,2018-12-21,December Solstice,Season,Friday,
fiji,2018,2018-12-25,Christmas Day,Public Holiday,Tuesday,
fiji,2018,2018-12-26,Boxing Day,Public Holiday,Wednesday,
fiji,2019,2019-01-01,New Year,Public Holiday,Tuesday,
fiji,2019,2019-01-19,Daylight Saving Time ends,Clock change/Daylight Saving Time,Saturday,
fiji,2019,2019-03-20,March equinox,Season,Wednesday,
fiji,2019,2019-04-19,Good Friday,Public Holiday,Friday,
fiji,2019,2019-04-20,Holy Saturday,Public Holiday,Saturday,
fiji,2019,2019-04-22,Easter Monday,Public Holiday,Monday,
fiji,2019,2019-06-21,June Solstice,Season,Friday,
fiji,2019,2019-06-26,National Sports Day,Public Holiday,Wednesday,
fiji,2019,2019-09-07,Constitution Day,Public Holiday,Saturday,
fiji,2019,2019-09-23,September equinox,Season,Monday,
fiji,2019,2019-10-10,Fiji Day,Public Holiday,Thursday,
fiji,2019,2019-11-02,Daylight Saving Time starts,Clock change/Daylight Saving Time,Saturday,
fiji,2019,2019-11-10,The Prophet's Birthday,Public Holiday,Sunday,
fiji,2019,2019-12-22,December Solstice,Season,Sunday,
fiji,2019,2019-12-25,Christmas Day,Public Holiday,Wednesday,
fiji,2019,2019-12-26,Boxing Day,Public Holiday,Thursday,
fiji,2020,2020-01-01,New Year,Public Holiday,Wednesday,
fiji,2020,2020-01-18,Daylight Saving Time ends,Clock change/Daylight Saving Time,Saturday,
fiji,2020,2020-03-20,March equinox,Season,Friday,
fiji,2020,2020-04-10,Good Friday,Public Holiday,Friday,
fiji,2020,2020-04-11,Holy Saturday,Public Holiday,Saturday,
fiji,2020,2020-04-13,Easter Monday,Public Holiday,Monday,
fiji,2020,2020-06-20,June Solstice,Season,Saturday,
fiji,2020,2020-06-26,National Sports Day,Public Holiday,Friday,
fiji,2020,2020-09-07,Constitution Day,Public Holiday,Monday,
fiji,2020,2020-09-22,September equinox,Season,Tuesday,
fiji,2020,2020-10-10,Fiji Day,Public Holiday,Saturday,
fiji,2020,2020-10-29,The Prophet's Birthday,Public Holiday,Thursday,
fiji,2020,2020-10-31,Daylight Saving Time starts,Clock change/Daylight Saving Time,Saturday,
fiji,2020,2020-12-21,December Solstice,Season,Monday,
fiji,2020,2020-12-25,Christmas Day,Public Holiday,Friday,
fiji,2020,2020-12-26,Boxing Day,Public Holiday,Saturday,
finland,2017,2017-01-01,New Year's Day,National holiday,Sunday,
finland,2017,2017-01-06,Epiphany,National holiday,Friday,
finland,2017,2017-03-20,March equinox,Season,Monday,
finland,2017,2017-04-14,Good Friday,National holiday,Friday,
finland,2017,2017-04-16,Easter Day,National holiday,Sunday,
finland,2017,2017-04-17,Easter Monday,National holiday,Monday,
finland,2017,2017-05-01,May Day,National holiday,Monday,
finland,2017,2017-05-14,Mother's Day,De facto holiday,Sunday,
finland,2017,2017-05-25,Ascension Day,National holiday,Thursday,
finland,2017,2017-06-04,Whit Sunday,National holiday,Sunday,
finland,2017,2017-06-21,June Solstice,Season,Wednesday,
finland,2017,2017-06-23,Midsummer Eve,De facto holiday,Friday,
finland,2017,2017-06-24,Midsummer,National holiday,Saturday,
finland,2017,2017-09-22,September equinox,Season,Friday,
finland,2017,2017-11-04,All Saints' Day,National holiday,Saturday,
finland,2017,2017-11-12,Father's Day,De facto holiday,Sunday,
finland,2017,2017-12-06,Independence Day,National holiday,Wednesday,
finland,2017,2017-12-21,December Solstice,Season,Thursday,
finland,2017,2017-12-24,Christmas Eve,De facto holiday,Sunday,
finland,2017,2017-12-25,Christmas Day,National holiday,Monday,
finland,2017,2017-12-26,St. Stephen's Day,National holiday,Tuesday,
finland,2018,2018-01-01,New Year's Day,National holiday,Monday,
finland,2018,2018-01-06,Epiphany,National holiday,Saturday,
finland,2018,2018-03-20,March equinox,Season,Tuesday,
finland,2018,2018-03-30,Good Friday,National holiday,Friday,
finland,2018,2018-04-01,Easter Day,National holiday,Sunday,
finland,2018,2018-04-02,Easter Monday,National holiday,Monday,
finland,2018,2018-05-01,May Day,National holiday,Tuesday,
finland,2018,2018-05-10,Ascension Day,National holiday,Thursday,
finland,2018,2018-05-13,Mother's Day,De facto holiday,Sunday,
finland,2018,2018-05-20,Whit Sunday,National holiday,Sunday,
finland,2018,2018-06-21,June Solstice,Season,Thursday,
finland,2018,2018-06-22,Midsummer Eve,De facto holiday,Friday,
finland,2018,2018-06-23,Midsummer,National holiday,Saturday,
finland,2018,2018-09-23,September equinox,Season,Sunday,
finland,2018,2018-11-03,All Saints' Day,National holiday,Saturday,
finland,2018,2018-11-11,Father's Day,De facto holiday,Sunday,
finland,2018,2018-12-06,Independence Day,National holiday,Thursday,
finland,2018,2018-12-21,December Solstice,Season,Friday,
finland,2018,2018-12-24,Christmas Eve,De facto holiday,Monday,
finland,2018,2018-12-25,Christmas Day,National holiday,Tuesday,
finland,2018,2018-12-26,St. Stephen's Day,National holiday,Wednesday,
finland,2019,2019-01-01,New Year's Day,National holiday,Tuesday,
finland,2019,2019-01-06,Epiphany,National holiday,Sunday,
finland,2019,2019-03-20,March equinox,Season,Wednesday,
finland,2019,2019-04-19,Good Friday,National holiday,Friday,
finland,2019,2019-04-21,Easter Day,National holiday,Sunday,
finland,2019,2019-04-22,Easter Monday,National holiday,Monday,
finland,2019,2019-05-01,May Day,National holiday,Wednesday,
finland,2019,2019-05-12,Mother's Day,De facto holiday,Sunday,
finland,2019,2019-05-30,Ascension Day,National holiday,Thursday,
finland,2019,2019-06-09,Whit Sunday,National holiday,Sunday,
finland,2019,2019-06-21,June Solstice,Season,Friday,
finland,2019,2019-06-21,Midsummer Eve,De facto holiday,Friday,
finland,2019,2019-06-22,Midsummer,National holiday,Saturday,
finland,2019,2019-09-23,September equinox,Season,Monday,
finland,2019,2019-11-02,All Saints' Day,National holiday,Saturday,
finland,2019,2019-11-10,Father's Day,De facto holiday,Sunday,
finland,2019,2019-12-06,Independence Day,National holiday,Friday,
finland,2019,2019-12-22,December Solstice,Season,Sunday,
finland,2019,2019-12-24,Christmas Eve,De facto holiday,Tuesday,
finland,2019,2019-12-25,Christmas Day,National holiday,Wednesday,
finland,2019,2019-12-26,St. Stephen's Day,National holiday,Thursday,
finland,2020,2020-01-01,New Year's Day,National holiday,Wednesday,
finland,2020,2020-01-06,Epiphany,National holiday,Monday,
finland,2020,2020-03-20,March equinox,Season,Friday,
finland,2020,2020-04-10,Good Friday,National holiday,Friday,
finland,2020,2020-04-12,Easter Day,National holiday,Sunday,
finland,2020,2020-04-13,Easter Monday,National holiday,Monday,
finland,2020,2020-05-01,May Day,National holiday,Friday,
finland,2020,2020-05-10,Mother's Day,De facto holiday,Sunday,
finland,2020,2020-05-21,Ascension Day,National holiday,Thursday,
finland,2020,2020-05-31,Whit Sunday,National holiday,Sunday,
finland,2020,2020-06-19,Midsummer Eve,De facto holiday,Friday,
finland,2020,2020-06-20,June Solstice,Season,Saturday,
finland,2020,2020-06-20,Midsummer,National holiday,Saturday,
finland,2020,2020-09-22,September equinox,Season,Tuesday,
finland,2020,2020-10-31,All Saints' Day,National holiday,Saturday,
finland,2020,2020-11-08,Father's Day,De facto holiday,Sunday,
finland,2020,2020-12-06,Independence Day,National holiday,Sunday,
finland,2020,2020-12-21,December Solstice,Season,Monday,
finland,2020,2020-12-24,Christmas Eve,De facto holiday,Thursday,
finland,2020,2020-12-25,Christmas Day,National holiday,Friday,
finland,2020,2020-12-26,St. Stephen's Day,National holiday,Saturday,
france,2017,2017-01-01,New Year's Day,National holiday,Sunday,
france,2017,2017-03-20,March equinox,Season,Monday,
france,2017,2017-03-26,Daylight Saving Time starts,Clock change/Daylight Saving Time,Sunday,
france,2017,2017-04-14,Good Friday,Local holiday,Friday,
france,2017,2017-04-16,Easter Day,Observance,Sunday,
france,2017,2017-04-17,Easter Monday,National holiday,Monday,
france,2017,2017-05-01,Labor Day / May Day,National holiday,Monday,
france,2017,2017-05-08,WWII Victory Day,National holiday,Monday,
france,2017,2017-05-25,Ascension Day,National holiday,Thursday,
france,2017,2017-05-28,Mother's Day,Observance,Sunday,
france,2017,2017-06-04,Whit Sunday,Observance,Sunday,
france,2017,2017-06-05,Whit Monday,National holiday,Monday,
france,2017,2017-06-18,Father's Day,Observance,Sunday,
france,2017,2017-06-21,June Solstice,Season,Wednesday,
france,2017,2017-07-14,Bastille Day,National holiday,Friday,
france,2017,2017-08-15,Assumption of Mary,National holiday,Tuesday,
france,2017,2017-09-22,September equinox,Season,Friday,
france,2017,2017-10-29,Daylight Saving Time ends,Clock change/Daylight Saving Time,Sunday,
france,2017,2017-11-01,All Saints' Day,National holiday,Wednesday,
france,2017,2017-11-11,Armistice Day,National holiday,Saturday,
france,2017,2017-12-21,December Solstice,Season,Thursday,
france,2017,2017-12-24,Christmas Eve,Observance,Sunday,
france,2017,2017-12-25,Christmas Day,National holiday,Monday,
france,2017,2017-12-26,St Stephen's Day,Local holiday,Tuesday,
france,2017,2017-12-31,New Year's Eve,Observance,Sunday,
france,2018,2018-01-01,New Year's Day,National holiday,Monday,
france,2018,2018-03-20,March equinox,Season,Tuesday,
france,2018,2018-03-25,Daylight Saving Time starts,Clock change/Daylight Saving Time,Sunday,
france,2018,2018-03-30,Good Friday,Local holiday,Friday,
france,2018,2018-04-01,Easter Day,Observance,Sunday,
france,2018,2018-04-02,Easter Monday,National holiday,Monday,
france,2018,2018-05-01,Labor Day / May Day,National holiday,Tuesday,
france,2018,2018-05-08,WWII Victory Day,National holiday,Tuesday,
france,2018,2018-05-10,Ascension Day,National holiday,Thursday,
france,2018,2018-05-20,Whit Sunday,Observance,Sunday,
france,2018,2018-05-21,Whit Monday,National holiday,Monday,
france,2018,2018-05-27,Mother's Day,Observance,Sunday,
france,2018,2018-06-17,Father's Day,Observance,Sunday,
